text,true_label,pred_naive_bayes,pred_logistic_regression,pred_svm
orang tindak gila anggap waras orang tindak waras anggap gila serba balik,harassment,normal,normal,normal
enek elo urus orang dasar kepo cewek alay,harassment,hate_speech,hate_speech,hate_speech
sunnahnya jauh tinggal syirik bid ah       perhati viralkan presiden palestina mahmoud abbas bongkar keburu hamas syiah si dusta video busuk lanjut rusa rakyat palestina presiden mahmoud abbas hamas si dusta lari sai batas israel mesir ambulance tembak rudal israel sembunyi tanah tinggal gaza sai batas israel mesir tinggal rakyat palestina dosa mati syaid orang banyak wanita anak anak muslim abu mas ud al anshori radhiyallaahu anhu       ,hate_speech,normal,normal,normal
lupa twitter instagram foto komen ih cantik cantik ngga cantik ih anjing cantik ih babi cantik pokok dst,insult,normal,normal,normal
jablay pro ajar nop langsung pap tete pap tete,hate_speech,insult,harassment,harassment
l lamongan info lamongan mui keluar fatwa haram produk dukung agresi israel official akun instagram youtube infolamongan info lamongan nek turut piye rek dukung dukung agresi israel langsung langsung beli produk produsen nyata dukung agresi israel hukum haram niam hasil fatwa mui jakarta jumat,threat,normal,normal,normal
operasi raf shader israel perang wilayah udara turki kemarin erdogan izin jet tempur masuk suriah turki,threat,normal,normal,normal
wkkkkkk dasar cebong,insult,hate_speech,hate_speech,hate_speech
gin temenan negara kaya israel,insult,normal,normal,normal
mabuk y terima pinjam china,harassment,normal,normal,normal
islam sempurna nazisme,hate_speech,normal,normal,normal
buta asw,normal,insult,insult,insult
mukim yahudi brutal arogansi yerusalem,hate_speech,normal,normal,normal
bunuh orang ahmadiyah syiah pki yaaa,hate_speech,normal,normal,normal
munafik kau casting sofa vic is guilty doubt,harassment,hate_speech,hate_speech,hate_speech
kepada orang kristen sungguh israil gadang kbnran cari sapi merah sambut sang mesias sang mesias sapi merah sang mesias sapi merah mesias model sedangkn menurtmu tuhan bukankh sang mesias sembah mu sembah mu sang mesias knp oten menyiapkn sapi merah laku orang israil menyiapkn sapi merah brrt tuhan beda beda knp aku ngaku tuhan dg tuhan orang israil orang kristen dipikirkn,hate_speech,normal,normal,normal
dlm keledai bahlul bidah cs cenderung lgbt sexual predator sgt perhatiin jauh,hate_speech,hate_speech,normal,normal
sekitarbandungcom fatwa mui haram hukum beli produk pro israel majelis ulama indonesia mui keluar fatwa baru kait hukum haram beli produk pro israel bahasa haram beli produk produsen nyata dukung agresi israel palestina ketua mui bidang fatwa asrorun niam sholeh fatwa bentuk komitmen dukung juang merdeka bangsa palestina lawan agresi israel upaya punah manusia dukung dukung agresi israel langsung langsung beli produk produsen nyata dukung agresi israel hukum haram niam hasil fatwa mui jakarta jumat imbau umat islam maksimal hindar transaksi produk israel afiliasi israel dukung jajah dukung merdeka palestina hukum wajib dukung rang palestina guna produk hasil nyata sokong tindak bunuh warga palestina,threat,normal,normal,normal
bubar pki turun harga teriak angkat,normal,hate_speech,hate_speech,hate_speech
sarap gapunya peduli bgstttttttt,threat,normal,insult,insult
claudyvas cetus gal gadot putar film propaganda israel sepi total artis hollywood vasnews rencana gal gadot putar film bearing witness to the october th massacre saksi bantai oktober isi serang hamas israel gagal total kabar putar film selebritis selebritis undang gal gadot absen aktris wonder woman hadir gimana vas people source,insult,normal,normal,normal
kampung nagita slavina reaksi ayu ting ting url,normal,insult,insult,insult
pdip rumah marhaen garis idiologi pdip marhaen ajar soekarno gerindra lawan pdip tempat gerindra parpol menang truncated,normal,normal,hate_speech,hate_speech
tips mas gibran dapet kerja ngirim lamar m riyan solo iri mas gibran pingin gampang tinggal turut pingin walikota tinggal bilang langsung please,insult,normal,normal,normal
tolak ungsi silah tebar benci muslim munafik,normal,normal,hate_speech,hate_speech
pake jilbab komunis megawati sri mulyani puan maharani n nmo ngetwit pinter dl tong,hate_speech,normal,normal,normal
siap malam jumat si aksi kereeen xf x f x x xf x f x x n nsitus judi bola online t xe x xa,insult,normal,normal,normal
konflik palestina israel sita perhati orang kecuali aktris felicya angelista unggah instagram milik feli harap negara damai alas felicya angelista aku tega banyak korban konflik anak anak telebih feli orang anak video felicya anggap pro israel dibandng palestina pasal istri caesar hito bagi headline berita kait serang hamas israel oktober video baca lengkap artikel c link bio,insult,normal,normal,normal
ngedukung mok ha pacar karna ken lihat bener sukses ran joo hasil jual jt album ken orang jahat penjara sesuai judul gatau writernim gimana wkwk,threat,normal,normal,normal
ken ngentot ama chubby or curvy cindo,sexually_explicit,insult,insult,insult
sekolah kola kristen n mesantren n kuliah lipia yaysn wahabi n x penjara n ceramah dukung isis anggap sodar n kabur hukm nngaku ib umat islam allooowwww umat,hate_speech,hate_speech,hate_speech,normal
waakaakaak ni orang dukung yahudi pikir negara israel waakaakaak,hate_speech,normal,normal,normal
spill nama restoran tinggal papua amp seinget harga pangan sana mahal mbak goblok cacat,threat,normal,normal,normal
codebluuu ngamuk sihh makan gulai kepala ikan kakap harga rb daging amis payakumbuah beli deket rumah rb warung padang rumah hahahaha gila,insult,normal,normal,normal
mohon hormat sosialisasi terus pelosok pelosok tanah air rakyat tipu salah pilih rakyat indonesia ikut pilah legislatif dpr eksekutif presiden tel bohong janji janji palsu rakyat ber asumsi ikut milu nggak dapat signifikan rasa hasil milu penting politis usaha kuasa politis duduk dpr kuasa panjang kuasa usaha cina cepat caplok negeri catat kaki rrc ambisi pindah juta rakyat indonesia rutin kirim rezim kuasa kasi rakyat rasa hasil milu pilih calon tipu juang rakyat negara calon kuasa usaha sabar dikit mari pilih anies baswedan muhaimin iskandar presiden wakil presiden sabar pasang sogok an apa beda nasib ubah mohon sebar luas aja insya allah kabul aamiin,hate_speech,normal,hate_speech,normal
gimana baris buzzerp biadab serius nanya lho israel bayar buzzer dunia indonesia pojok palestina,hate_speech,normal,normal,normal
jokowi pecat anggota dpr libat transaksi rp t kemenkeu,insult,normal,normal,normal
first off fuck israel second off harga cabe kilo rb nyambel ngerendang gila perintah price ceilingnya tolong dilaksanakannnnnnnnnnnn,hate_speech,normal,normal,normal
anies aku dukung kelompok radikal intoleran,normal,hate_speech,hate_speech,hate_speech
spoiler running man haha menang wkwk kacrut,insult,hate_speech,hate_speech,hate_speech
orgil temenin,hate_speech,normal,normal,normal
simanis jembatan ancol si pitung ki bagus rangin cerita sii manis jembatan ancol abur sejarah sungguh sutradara film mental centeng segan menbunuh saudara sang juragan centeng pribadi organisasi ormas lsm kumpul preman partai bela cukong,harassment,normal,normal,normal
benci bit ah ego tendensius ego alergi arab an tercover kafir mbah tertawa,hate_speech,hate_speech,normal,normal
ngeri drawing lengkap negara babak china open fajar rian dkk juara,insult,normal,normal,normal
r republikaonline republikaonline audio asli putra menteri kabinet israel tewas tempur gaza utara alhmdulillah insya allab bapak temen temen bapak susul,hate_speech,normal,normal,normal
inget gocek yahudi mana yahudi anggap islam sebenernya pecah,hate_speech,normal,normal,normal
update jubir abu ubaidah serdadu serdadu jajah rontok hadap mujahidin belalang belalang jatuh perang u bebas balas nista zionis kaum muslimin,hate_speech,normal,normal,normal
gila babi la berat dah turun siel,insult,normal,normal,normal
gaza ribu nyawa hilang tari dubes israel,insult,normal,normal,normal
bahagia jimin fans tpi gra orang gila smuanya jdi kacau bner yah tks bnget musnahin klakuannya anjing hobi bnget cari validasi ngga peduli tks bkan setan,harassment,normal,normal,normal
bapa ku henti orang yahudi usaha keras bunuh langgar hukum sabat allah bapa sama allah,hate_speech,normal,normal,normal
lengket permen karet nempel pantat guru,insult,normal,normal,normal
kunyuk berani pulang cecunguk setia tunggu hahahaha asli ngakak,hate_speech,insult,insult,insult
palestina antek aseng tohh,hate_speech,hate_speech,normal,normal
nge ntot gede kontra pagiii maljum tiktok indonesia israel,sexually_explicit,insult,normal,normal
direktur utama pt kereta cepat indonesia china kcic dwiyana slamet riyadi bahasa china mandarin kriteria mutlak milik pramugari kereta cepat whoosh advertisement ads by ungkap alas pramugari bahasa china milik saham ajar familiar saham bumn tiongkok harus dwiyana temu jcc senayan jumat total lamar pramugari kcjb capai orang pilih orang eva wajib latih bahasa mandarin pramugari kendala bahasa kait latih bahasa komunikasi tenaga ahli tiongkok proses transfer knowledge operasi tenaga ahli tiongkok kumpar kamis,threat,normal,normal,normal
ngomong bacot dalem ati,insult,insult,insult,hate_speech
ganggu ,insult,harassment,harassment,harassment
ok kali tenang sodok facebook memberitahu w basis kode,insult,insult,insult,normal
pamor rk akan parpol usung dukung nista agama,hate_speech,hate_speech,hate_speech,normal
paket p bantu militer as nila rp triliun israel tuju dpr as fakta google tanggal november dewan wakil rakyat amerika serikat tuju paket bantu militer mandiri nila us miliar israel konteks invasi tel aviv jalur gaza undang undang tuju senat asai partai demokrat dpr suara keluar undang undang alokasi tambah aman israel majelis presiden joe biden ancam veto rancang undang undang cakup dana tambah nila us miliar kongres oktober,threat,normal,normal,normal
pede pantat panci,insult,hate_speech,normal,normal
pilpres diem pro israel,insult,normal,normal,normal
x penah x jijik babi tam,insult,hate_speech,normal,normal
percaya dukung zionis titeni kowe,normal,hate_speech,hate_speech,hate_speech
dikte tweet buruk,insult,normal,normal,normal
lepas diposting cuplik layar suka laku gali tanggal,insult,normal,normal,normal
kat benarbenar manusia jijik mkr,harassment,harassment,insult,insult
hahaha tulang batak mana tulang manusia batak kali lihut binsar panjaitan batak tionghoa sesat batak murtad,hate_speech,normal,normal,normal
rencana naik biaya haji dpd ri kemenag baik layan jamaah lgbt,hate_speech,normal,normal,normal
henti nama ur jelek ass acc,insult,hate_speech,hate_speech,hate_speech
l histoire re pe te pepatah perancis sejarah ulang sejarah benci kaum yahudi umat islam senang damai dapat kaum muslimin palestina,hate_speech,normal,normal,normal
scaramucci main,hate_speech,normal,normal,normal
yth guru universitas indonesia prof rhenald kasali ph d negara indonesia tukang becak bangga guru universitas indonesia kepala tahu otak kosong kagum ucap guru era pimpin presiden joko widodo hidup serba gampang cari uang gampang cari mobil ber ac gampang cari kerja gampang negara pimpin jokowi mana jalan raya jalan bangun jokowi infrastructure bangun jokowi itu buat serba gampang pikir jaman susilo bambang yudhoyono negara bentuk hutan rimba belantara bicara dusta sengaja lupa sejarah laku jilat pantat jokowi posisi karier aman jokowi presiden rakyat indonesia makan hari x rakyat damai aman makmur sentosa kereta api pesawat terbang nyaman mudah desak desa era sby professor pola pikir goblok professor jenis guru guru sekolah profesor kompresor wawas alam milik ingat kuat jaman soeharto megawati soekarnoputri bj habibie gusdur susilo bambang yudhoyono terang pelosok negeri tarif bayar relatif murah riah jalan tol bandara gedung cakar langit puluh ribu pabrik ratus ribu jenis mobil kereta api ber ac labuh kapal ber ac propinsi bangun pabrik processing smelter propinsi bangun aneka ragam bentuk rakyat indonesia makan x maklum guru lahir usia status anak anak pola pikir dangkal pikir anak anak andaikata guru milik jiwa milik pola pikir sayang tukang becak milik pikir anak balita yth prof rhenald kasali profesor dukung orang bodoh munafik dukung nama jokowi x lipat dungu jokowi jokowi orang munafik bodoh coba bayang blok migas amerika sekutu laba bersih bumn lenyap raja dusta dusta ulung janji palsu hina main rakyat janji muluk khianat ingkar janji peras tindas rakyat palsu data usak bumi raja klaim mahakarya prestasi milik orang goblok kuasa geopolitik geostrategic etnologi calculus difference tatanegara geology ilmu agama bahasa inggris presiden bodoh sejarah munafik harap jokowi jokowi nol prestasi si bangkrut negara gelar professor bodoh binatang kerbau sapi patut dukung pimpin bodoh munafik milik ingat dukung tolol munafik pimpin orang tolol dungu tolol bodoh guru negara indonesia nama nama si milik mahakarya si milik prestasi hafal nama nama orang suka meng klaim mahakarya orang prestasi orang kambing manusia sempurna allah otak akal pikir berkat otak akal pikir cerna salah salah mahluk sempurna tolol bodoh presiden joko widodo munafik mohon guru jadi rakyat jelata watak kambing otak akal pikir depan harap moga guru indonesia truncated,normal,normal,hate_speech,hate_speech
ganjar mahfud layak r r tolak ganjar pranowo tolak israel musti nonton video,threat,normal,normal,normal
masjid gaza hancur bom israel,threat,normal,normal,normal
goblok permanen xf x f x xad,hate_speech,insult,insult,insult
biadab israel tuu kuat liat allah,hate_speech,normal,normal,normal
paksa bangkrut imigran yen,insult,normal,normal,normal
logika arab saudi invest china t china invest indonesia protes tolol nama xf x f x xa,hate_speech,hate_speech,normal,normal
selingkuh bilang sakit manusia gila,insult,normal,normal,normal
so clever gadisgadis buruk matematika volume rambut volume maskara notaista,harassment,normal,normal,normal
hati hati kali usir ahmadiyah kristen nyusul budha hindu lamalama sunni d usir,hate_speech,normal,hate_speech,normal
jual alat bantu sex toys wanita vibrator lesbian alat sex lesbi alat coli alat masturbasi alat muas wanita bandung jakarta bekas bogor karawang medan samarinda borneo palangkaraya nusantara balikpapan bengkulu semarang malang cianjur sextoys,sexually_explicit,normal,normal,normal
israel babi babi orang bain israel,normal,hate_speech,insult,hate_speech
israel bangsat seh cok jahat ahh fak nyesek ak ttp ndabisa,hate_speech,normal,hate_speech,normal
pokok mah dukung nyata palestina merdeka dunia kiamat baik istighfar allah mumpung mas allah kasi azab ngeri bestie orgil anjir percaya,insult,normal,normal,normal
coba sembunyi propaganda jihad dt r u gys spely u jihadin bibi u hv urgnt sembunyi urlamic terorismes typ propaganda buat skenario kena infrt dunia,hate_speech,normal,normal,normal
ngeluh ungsi rohingya sumber duit jual ginjal tumbal beres,threat,normal,normal,normal
sby kader partai demokrat dukung anies,normal,hate_speech,hate_speech,hate_speech
indonesia skrang lg terjemah cina,hate_speech,hate_speech,normal,normal
pasu marinir pasu khusus as bantu zionis teroris israel dlm bantai palestina,hate_speech,normal,normal,normal
kh ma ruf ngomong belaga budek belaga pilon nyundul xf x f x x xe x xa,threat,hate_speech,normal,normal
gila pakai komedian jatuh lawan politik segitunya nafsu,insult,normal,normal,normal
ganggu,insult,harassment,harassment,harassment
politik ganjar mahfud politik licik politik ikhlas culas politik bangsa bangsat politik adab biadab politik antar sejahtera hnya gila kuasa orang orang indonesia unggul,harassment,normal,normal,normal
dalih buru hamas israel serang kamp ungsi gaza,threat,normal,normal,normal
tampak ekor monyet wajah manusia bikin heboh gan url,normal,normal,hate_speech,hate_speech
dapur,harassment,normal,normal,normal
jajah belanda jajah jepang th jajah komunis china dg progam ikn ala jokowi salam akal sehat salam ubah mari satu padu bekerjasama menang amin,hate_speech,normal,normal,normal
cnbc indonesia israel palsu sejarah tanah palestina incar situs arkeolog israel palsu nyata sejarah tanah palestina modus teliti arkeologi teliti gali ilegal warga palestina marah universitas riset bar ilan israel agustus umum temu desa arkeologi usia khirbet tibnah letak desa deir nidham barat laut ramal tindak timbul marah duduk palestina percaya karya karya bijak sistematis israel target wilayah arkeologi tepi barat ambil alih barang antik milik palestina firas akl direktur departemen awat primer administrasi gali menteri pariwisata purbakala palestina al monitor agustus wenang israel gali khirbet tibneh olah cari makam joshua bin nun musa ganti perintah umat israel taurat lengkap klik link bio,threat,normal,normal,normal
hp cina tarik mampus makan batu pencet scrolling judi rolet cari cuan instant dasar kaum bgst bangsa penghianat kacung marsose bangsa buruh pabrikan pan buruh macem pake tu produksi cina pamflet kesbek pinggir jalan gblk,normal,hate_speech,hate_speech,hate_speech
lho abar gay lg sby,normal,hate_speech,hate_speech,hate_speech
pki soeharto singkir soekarno tiru prabowo msh menantu,hate_speech,normal,normal,normal
sarap ni orang,threat,normal,threat,insult
salam kaka si jin ping china koruptor pancung kepala koruptor gantung kasus arab curi potong tangan curi uang negara potong tahan budaya arab budaya budaya korupsi koruptor hukum mati hukum mati kader pdip punah,hate_speech,normal,normal,normal
cacat hukum moral nafsu kuasa prabowo teguh jadi gibran cawapres prabowo hawa nafsu pandu upaya presiden halal haram tabrak pandu hawa nafsu kuasa baca qura n hadis orang orang alami rusa jiwa mental faizal assegaf aktivis bodo cacat hukum moral kuasa gitu mbah wo mas pangeran,threat,normal,normal,normal
suka pamer nkarena orang peduli kau pamer nbukan puji kau dapat kampung,normal,hate_speech,normal,hate_speech
rakyat suara alami bongkar sampah pikir sih kotor sanubari jiwa enyah galau lara derita belenggu luka nanah daki darah dera raga daya aneka luhur ragam janji palsu rumus kalimat manis luhur balut ayat ayat suci doa nama tuhan maha esa media teknologi informasi digital warta fakta ajar cerdas guru benar beda buruk salah latih ketrampilan beda hoaks fakta dukung kenal putus makna hidup negara republik digital milenial lahir ilmuwan atur duit kuasa guna tunduk bakti cipta milik modal kuasa sistem sarana teknologi digital telak makhluk cipta maha daya kuasa dimensi hidup ekonomi sosial budaya politik agama tradisi suci laskar milik daulat bangkit diri kobar perang lawan bodoh miskin lawan tindas ketidakadilan lawan rusa sumber daya alam lawan langgar hak asasi manusia lawan tipu daya nama hukum negara lawan korupsi nepotisme kolusi penting pribadi kelompok lawan bijak harga cekik nasib lawan janji palsu penyalahgunaan wewenang jabat negara lawan tipu muslihat janji palsu politis milik modal lawan pegang senjata bunuh rakyat laskar milik daulat nkri nurani luka jiwa darah pikir galau lara derita salah salah pilih sesuai harkat martabat terang nalar cerdas waras putus nurani jiwa hak wajib cipta tuhan maha esa pribadi manusia martabat generasi terus bangsa warga milik nkri cinta laskar milik daulat tanah air nkri cinta tekad prinsip junjung panji pusaka merah putih hitam putih merah hitam cinta pancasila panca gila iman bertaqwa tuhan esa uang maha kuasa politisasi agama sebar benci bisnis jahat nama allah hormat pegang teguh manusia adil adab rakus jahat bathil biadab budaya korupsi kolusi nepotisme judi mafia dagang manusia damba juang jaga satu satu nkri bangsa indonesia hancur pecah perang saudara terorisme radikalisme diskriminasi culi waris nilai luhur musyawarah hormat pimpin wakil hak suara rakyat junjung hikmat bijaksana wakil rakyat jabat atur milik modal korupsi jamaah hak beri mandat emis suara wenang jabat kaya kelompok suka janji palsu cuci tangan gadai percaya rakyat uang nikmat atur tindas rakyat uras kaya tanah air nkri tagih tuntut hak adil sosial rakyat indonesia bangun jiwa raga manusia tegak hukum adil adab miskin bodoh dera rakyat indonesia utang korupsi gurita cekik nafas hidup rakyat janji aneka manipulasi bodoh segenap warga negara nama bangun laskar milik daulat bumi nkri bangkit gugat suara diam derita lara waris bangsa milik nkri milik daulat suara merdeka pegang hak wajib hidup alam lingkung bangsa negara indonesia merdeka merdeka merdeka jaya rakyat bangsa indonesia hidup indonesia raya daulat adil makmur nkri,normal,normal,normal,hate_speech
fraksi pks tegas israel jahat perang kabarnewsone,hate_speech,normal,threat,normal
tuduh erdogan jahat perang israel langsung tarik diplomat turki,insult,normal,normal,normal
balada negeri tunjuk bpk presiden e e e e kenceng ikat pinggang e e e tinggal landas e e e olah raga masyarakat masyarakat olah raga e e e e export non migas acuh pakto embrio pakno pakdes ujung us rp gadis tionghoa lari pake daster bandara sukarno hatta perkosa toko jarah mahasiswa raib sekolah katolik pimpin mantan pacar ancam bakar ngiang telinga usaha lupa jemur orang warna kuning ingat jelang milu moga pa ganjar mahfud pilih presiden nkri segani hormat sejuk damai,hate_speech,normal,normal,normal
humor ampas bat anjay wkwkwk xe x x ddd,insult,normal,normal,normal
bus guys mandarin beelingua kt kerjain gmau make stroke make keyboard ngetik keyboardnya gmn sender jadiin chinese simplified ngerti ngetiknya,threat,normal,normal,normal
mmg rezim bnyk oknum polri arogan rakyat sgt lemah hukum tumpul atas tajam,normal,hate_speech,normal,hate_speech
cepat putar cepat ganti rezim,normal,normal,normal,hate_speech
cashshop xcashsop xcashsop id xcashshop anti buta map public activity rewards dapat diamond mobile legends orang menang total hadiah diamond mlbb rules public activity rewads follow instagram tiktok id like comment postingar baru instagram tiktok xcashshop postingan boleh like comment postingan baru instagram tiktok xcashshop postingan boleh larang komentar kandung unsur negatif sara komentar komentar tinggal nomor id game menang pilih dasar keatifan akun postingan xcashshop pilih owner xcashshop periode event desember januari undi umum januari good luck diamond murah percaya download xcashshop google play store tags,sexually_explicit,normal,normal,normal
eh lgbt ush bilang gua ganteng sory gua normal suka cwe beda doyan laki,insult,normal,normal,normal
menteri kementerianagama agama republik indonesia pusaka menag ajak umat salat gaib korban agresi israel baca lengkap krpm kumpul cinta bangsa palestina cinta rakyat palestina ajak saudara saudara salat gaib syahid korban agresi israel palestina h yaqut cholil qoumas menteri agama republik indonesia kemenag kementerianagama kemenag r kemenag kemenag ri halo sahabat religi menteri agama ri ajak umat muslim tanah air gelar shalat gaib saudara syuhada korban agresi israel palestina lengkap baca e koran scan qr code tera,hate_speech,normal,normal,normal
taun warga jateng denger forum umat islam satu kowe arep ngorak arik pilkada jateng hambok ngorak arik ndhog wae ngopo ben wareg nek ngelih sok kok soale,hate_speech,normal,normal,normal
ah kaga weekend tai,insult,hate_speech,hate_speech,hate_speech
abg sma sange telanjang masturbasi xf x f x xa n n xe x xa,insult,insult,normal,normal
moga umat kristen cepat waras silah bantah nyata yesus kepada sungguh hamba tuan utus utus bahagia laku kepada sungguh barangsiapa terima orang utus terima barangsiapa terima terima bapa utus yohanes,hate_speech,normal,normal,normal
ekspor warga sipil imam pasang kamera masque sisa,hate_speech,normal,normal,normal
hancur kubah makam makam keramat hijaz amir makkah wal hijaz asy syarif aun ar rafiq bin muhammad bin abdul mu in bin aun al abdali amir makkah pimpin kaum muslimin hijaz hancur roboh kubah kubah orang orang anggap wali makkah jeddah thaif zaman kaum kuburiyyun pinjam istilah wahhabi istighatsah orang orang wafat anggap wali samping kubur kubur kubah kubah makam orang orang anggap wali khawatir hijaz iraq iran orang orang syiah tolong imam wali anggap tolong samping makam kubah kubah rajab hijriyah syarif aun ar rafiq bersih kubah kubah makam makam keramat makam ma la lanjut makam makam jeddah thaif niat beliau bersih hijaz praktik ajar ajar ahlu bid ah mohon tolong allah            pict amir makkah wal hijaz asy syarif aun ar rafiq bin amir makkah wal hijaz asy syarif muhammad bin abdul mu in bin aun al abdali asy syarif al hasan hancur kubah makam makam keramat hijaz amir makkah wal hijaz asy syarif aun ar rafiq bin muhammad bin abdul mu in bin aun al abdali amir makkah pimpin kaum muslimin hijaz hancur roboh kubah kubah orang orang anggap wali makkah jeddah thaif zaman kaum kuburiyyun pinjam istilah wahhabi istighatsah orang orang wafat anggap wali samping kubur kubur kubah kubah makam orang orang anggap wali khawatir hijaz iraq iran orang orang syiah tolong imam wali anggap tolong samping makam kubah kubah rajab hijriyah syarif aun ar rafiq bersih kubah kubah makam makam keramat makam ma la lanjut makam makam jeddah thaif niat beliau bersih hijaz praktik ajar ajar ahlu bid ah mohon tolong allah            pict amir makkah wal hijaz asy syarif aun ar rafiq bin amir makkah wal hijaz asy syarif muhammad bin abdul mu in bin aun al abdali asy syarif al hasan,insult,normal,normal,normal
males ngikutin nama politik indonesia nunggu presiden bkin indonesia maju singapura kayak dubai dkung politik indonesia mah cuit sorry ngomong gni fakta,hate_speech,normal,normal,normal
lega abis nangisin hidup gila,threat,normal,normal,normal
bacot ni pecun url,hate_speech,insult,insult,insult
janji buka juta lapang kerja pres mulus tenaga kerja asing janji swamsembada pangan impor beras garam dll janji turun harga bbm tarif dasar listrik bbm tdl din,normal,normal,hate_speech,hate_speech
homo main straight wkwkwkw aplikasi ijo the best apk gay dating sombong nyarinya high class daya anak kampung doang,hate_speech,normal,normal,normal
terang rawan jokowi kecewa hny rawan jokowi pindah prabowo cuan gila rawan pindah belah antek aseng mamarika duit milliaran hancur bela kuasa,hate_speech,normal,normal,normal
ambisi jokowi nyapres dukung ulama,normal,hate_speech,hate_speech,hate_speech
bkan antek aseng import china pngusung pekaes amp gera indonesia raya nrut partai gera ndak prnah munaspil tum xf x f x x,normal,hate_speech,hate_speech,hate_speech
bacot sakit orang mending cermin,insult,hate_speech,hate_speech,hate_speech
wenang israel september larang menlu inggris james cleverly unjung desa tepi barat duduk palestinanya usir mukim israel mnurut middle east eye inggris bungkam jahat israel palestina duduk,threat,normal,normal,normal
aduh tolol kepentok tembok mulu gila anjgggg,insult,normal,normal,normal
lost respect sekian kali agency banggain artis banggain nkelakuan tai kucing kasih nyawa kea gin n nlo tampol duit lee sooman tampol lamborgini gd tampol material,hate_speech,normal,hate_speech,normal
catet masalah yahudi pesek fifa izin bendera palestina kibar stadion tanding,insult,normal,normal,normal
hoax islam lahir ilmuwan sia abad tengah berkat jasa islam hoax islam lahir ilmuwan sia abad tengah berkat jasa islam tahu ibnu sina agama islam asal bangsa sia agama zoroaster paksa masuk islam bunuh pasu islam hancur raja sia agama zoroaster ibnu sina nama jajah arab islam nama beliau dalah avicenna asal nama kitab suci zoroaster aveda api suci zoroaster ajar agama suci sembah tuhan esa api simbol orang jumlah sederhana islam laku seni musik nabi sair pandang truncated,hate_speech,normal,normal,normal
rama situbelalsralmahbukanbedapendap situ bela israel mah beda dapat anjir beda moral rb tayang beda akal beda hati nurani sumber x twitter kozirama,harassment,normal,insult,normal
baca cerdas jokowi sempat  kelola negara spt indonesia dg juta duduk ribu pulau butuh pimpin eksekutor berani lawan intimidasi asing aseng kuasa isi perut bumi pertiwi  calon pimpin umbar omong media janji bukti hasil kerja sesuai ekspetasi dukung rakyat waras contoh simpel ruu ampas aset koruptor aju presiden jokowi ulur ulur pdhal revisi masuk agenda bahas senayan koruptor sukar berantas koruptor era jokowi massive banding perintah siapa gila  parpol ogah nge goal ruu ampas aset koruptor  mimpi  parpol capres cawapres anggota dewan jabat publik hasil kerja korupsi  bersih korupsi,threat,normal,hate_speech,normal
bikin hati menang israel bom masjid al amin muhammad gaza h,hate_speech,normal,normal,normal
cowok brengsek amp kecut cewek trus harap,harassment,hate_speech,insult,insult
indonesia cinta ayo mari gandeng tangan bahu menang gama masyarakat bodoh bodoh indonesia jatu orang salah gaes,threat,normal,hate_speech,hate_speech
sekjen pbb mati massal gaza tunjuk israel salah syalia sekretaris jenderal serikat bangsa bangsa pbb antonio guterres rabu warga sipil bunuh jalur gaza salah operasi militer israel kelompok hamas isra l sumpah habis hamas perintah jalur gaza militan tewas orang sandera orang serang tanggal oktober israel serang gaza daerah kantong duduk juta jiwa udara laku kepung lancar invasi darat langgar hamas milik perisai manusia warga sipil ter bu nuh operasi militer salah guterres konferensi reuters next lansir cna jabat pale stina orang bunuh gaza persen anak anak isra l paham tentang penting isra l gambar keri butuh manusia dramatis rakyat pale stina guterres bantu isra l kait opini publik global kutuk keras serang hamas isra l guterres publik beda hamas rakyat palestina beda pikir manusia hilang makna guterres source by kompascom  all rights and credits reserved to the respective owner s please contact us dm or comment for credit or delete  ap,threat,normal,normal,normal
orang china kayak orang cibaduyut,hate_speech,normal,normal,normal
gin yaa mbaknyah ngaku dewasa bedain perilaku perilaku buruk aing si cowok brengsek,hate_speech,normal,insult,insult
bunga bangke,insult,normal,insult,hate_speech
periode indonesia negara gagal gagal cipta jt lap kerja gagal kuasa gagal hutang gagal naik bbm gagal potong kuping insyaallah,hate_speech,normal,hate_speech,normal
jokowi tolong china bangun ikn mohon dukung mulia,threat,normal,normal,normal
gila gila ngehargain fak,hate_speech,normal,normal,normal
nyg viral video mesum marion jola indonesia idol n n xe x xa,insult,insult,normal,normal
alkitab ajar hidup pimpin tuhan hidup kristen hidup fanatik maju hidup guna hikmat yesus yohanes tangkap yesus mundur rela bayar harga,normal,normal,hate_speech,hate_speech
facetime ipad temu iphone,insult,normal,normal,normal
aamiin yaa mujibassailin goes to hell israel,hate_speech,normal,normal,normal
orang orang yahudi kaum murka salah satu bunuh orang orang iman allah,hate_speech,normal,normal,normal
dongo,insult,hate_speech,hate_speech,hate_speech
allah tuhan maha perkasa hancur musnah terorrist zionis israel azab dahsyat pedih aamiin,hate_speech,normal,normal,normal
angkot goblog,insult,hate_speech,insult,hate_speech
nanya xe x x caza benci film ttm xe x x d jawab xe x x cpemainnya adipati xe x x d simple adipati ganteng aktor etika childish kampung byk drama hidup his picture always in my explore i dunno why xf x f x x e,insult,normal,normal,normal
perintah jokowi surya paloh nyata mundur dukung anies,normal,normal,hate_speech,hate_speech
wilayah campur tangan syiah rusa dominan ketimbang baik  tahu bunuh imam husein rodhiyallaahu anhu tanah karbala syi ah beliau khianat duduk khuffah syi ah kuffah,threat,normal,hate_speech,normal
